CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
7143,1106.815562,1.0,0.0,0.0,0.0,176.181983,0.0,0.0,0.0,0.166667,3,0,1200.0,310.991074,269.927525,0.0,12
4069,2247.126627,0.5,0.0,0.0,0.0,6634.23196,0.0,0.0,0.0,0.4,12,0,7000.0,316.025009,1206.81646,0.0,10
2409,5523.175617,0.888889,0.0,0.0,0.0,4104.980885,0.0,0.0,0.0,0.555556,5,0,6500.0,4355.053996,1018.17216,0.0,9
2077,474.451835,0.545455,0.0,0.0,0.0,1016.333944,0.0,0.0,0.0,0.25,8,0,1200.0,414.218007,310.343372,0.0,12
4879,1585.763627,0.625,85.69,85.69,0.0,2649.776206,0.125,0.125,0.0,0.25,6,2,3000.0,316.55616,538.259971,0.0,8
1123,8.849404,0.454545,220.99,0.0,220.99,0.0,0.916667,0.0,0.833333,0.0,0,11,1000.0,286.305162,52.843213,0.125,12
3181,157.763858,0.909091,211.07,211.07,0.0,0.0,0.25,0.25,0.0,0.0,0,4,1400.0,994.915444,186.548599,0.1,12
4967,293.979281,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,486.063311,252.868183,0.0,12
47,31.552814,0.545455,1428.02,509.0,919.02,0.0,1.0,0.25,1.0,0.0,0,37,1500.0,1137.556503,45.155492,0.0,12
5059,256.02662,0.909091,2098.56,1798.3,300.26,0.0,0.909091,0.909091,0.272727,0.0,0,22,3000.0,1909.534262,155.695781,0.25,11
3109,2.549291,0.181818,322.98,322.98,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,9500.0,1210.429773,5.458904,0.0,12
3173,830.073634,1.0,0.0,0.0,0.0,1803.238152,0.0,0.0,0.0,0.25,7,0,14000.0,2173.470034,233.202069,0.0,12
4901,1572.097459,1.0,0.0,0.0,0.0,1128.876546,0.0,0.0,0.0,0.083333,3,0,2500.0,402.317895,402.142382,0.0,12
4611,1050.527038,0.818182,8880.59,2269.45,6611.14,0.0,1.0,0.333333,1.0,0.0,0,64,8500.0,7713.262155,266.749027,0.0,12
3561,2629.928623,1.0,2830.88,2019.76,811.12,95.275458,0.916667,0.916667,0.416667,0.083333,1,62,4500.0,4889.053647,1141.960634,0.0,12
6855,53.339006,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,193.699669,162.729509,0.0,12
5569,74.34204,1.0,724.52,200.0,524.52,0.0,1.0,0.083333,1.0,0.0,0,13,4000.0,529.362717,189.362616,0.916667,12
8563,5088.216894,1.0,4381.86,2825.56,1556.3,951.294749,1.0,1.0,0.666667,0.083333,1,50,7000.0,2410.061408,1205.692287,0.0,12
1981,531.349404,1.0,1599.02,817.8,781.22,0.0,1.0,0.25,1.0,0.0,0,46,8000.0,1369.654983,200.078137,0.0,12
8495,2178.733642,1.0,0.0,0.0,0.0,988.704211,0.0,0.0,0.0,0.1,1,0,3000.0,642.035001,579.522074,0.0,10
6437,344.532447,1.0,3603.0,1990.05,1612.95,0.0,1.0,1.0,1.0,0.0,0,44,6000.0,2912.826118,186.295633,1.0,12
5875,272.624436,0.888889,1843.0,470.0,1373.0,0.0,0.666667,0.111111,0.444444,0.0,0,6,1000.0,1477.357626,140.980969,0.4,9
3187,1354.161432,1.0,0.0,0.0,0.0,602.502862,0.0,0.0,0.0,0.333333,11,0,1500.0,313.83656,393.651962,0.0,12
1685,127.992071,0.545455,593.0,0.0,593.0,580.391722,1.0,0.0,0.916667,0.083333,1,12,2000.0,1158.659124,90.139909,0.0,12
3957,314.507915,0.727273,3492.21,3195.21,297.0,0.0,0.583333,0.583333,0.166667,0.0,0,13,8500.0,4089.583027,152.410485,0.833333,12
2341,1623.176564,0.909091,0.0,0.0,0.0,3478.643597,0.0,0.0,0.0,0.818182,34,0,3000.0,1007.211689,433.963634,0.0,11
5979,508.598624,1.0,0.0,0.0,0.0,950.084436,0.0,0.0,0.0,0.083333,1,0,11500.0,974.764661,217.361776,0.0,12
7117,2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,0.0,0.166667,3,0,3000.0,677.649435,1187.962476,0.0,12
8301,11.316443,0.181818,112.23,112.23,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,636.15056,88.670668,0.0,12
915,2406.569238,1.0,0.0,0.0,0.0,94.706407,0.0,0.0,0.0,0.25,4,0,2400.0,314.272712,10774.73572,0.0,12
2065,4246.430225,1.0,0.0,0.0,0.0,9270.408108,0.0,0.0,0.0,0.666667,16,0,7000.0,6010.525656,1793.262654,0.083333,12
3689,494.045664,1.0,583.2,240.44,342.76,0.0,1.0,0.25,0.916667,0.0,0,25,2000.0,370.803775,333.663101,0.0,12
3167,4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,0.0,0.083333,4,0,8000.0,8019.800702,964.118618,0.0,12
7053,2270.429964,1.0,8257.26,6367.49,1889.77,4134.316549,1.0,1.0,1.0,0.75,15,139,13000.0,12080.20143,595.825281,0.25,12
3091,3.833185,0.125,45.0,45.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,500.0,0.0,,0.0,8
6229,1436.996287,1.0,0.0,0.0,0.0,73.568388,0.0,0.0,0.0,0.25,4,0,1500.0,292.521349,503.505212,0.0,12
4343,121.294493,0.75,385.26,385.26,0.0,169.554775,0.5,0.5,0.0,0.125,3,7,500.0,98.225317,113.944625,0.0,8
7127,1262.631995,0.909091,405.0,405.0,0.0,0.0,1.0,1.0,0.0,0.0,0,11,7000.0,586.551078,424.343093,0.0,11
3009,1959.35945,1.0,0.0,0.0,0.0,2757.579869,0.0,0.0,0.0,0.5,6,0,4000.0,1542.366508,460.734661,0.0,12
1285,62.759232,0.545455,311.55,311.55,0.0,0.0,0.166667,0.166667,0.0,0.0,0,5,1200.0,525.904979,86.934441,0.0,12
645,1117.683394,0.909091,45.65,45.65,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,1200.0,287.581425,371.232319,0.0,11
7553,16.629043,0.272727,286.56,0.0,286.56,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,1080.55703,130.267549,1.0,12
7863,444.841702,1.0,218.59,218.59,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,500.0,223.771445,226.769925,0.0,12
995,4677.242936,1.0,125.0,0.0,125.0,2406.229924,0.583333,0.0,0.5,0.5,6,10,5000.0,1087.866649,1092.737436,0.0,12
4503,970.120944,1.0,120.0,120.0,0.0,394.626936,0.083333,0.083333,0.0,0.25,8,1,1500.0,1646.068152,299.386794,0.0,12
4659,46.816731,1.0,539.88,0.0,539.88,0.0,1.0,0.0,1.0,0.0,0,14,6000.0,457.377375,187.088484,0.75,12
4297,866.363389,1.0,4127.83,0.0,4127.83,0.0,0.75,0.0,0.75,0.0,0,15,7500.0,4774.49325,4419.482273,0.166667,12
4363,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4,0,7500.0,1984.351035,3082.801095,0.0,12
6451,275.470825,1.0,2967.42,1903.72,1063.7,0.0,0.916667,0.666667,0.916667,0.0,0,40,3500.0,2569.455026,169.807651,0.333333,12
6441,1127.633173,1.0,422.55,422.55,0.0,150.157754,0.333333,0.333333,0.0,0.083333,1,8,1200.0,167.203806,3078.97554,0.0,12
6813,172.70596,1.0,55.0,0.0,55.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,190.74504,309.538715,0.0,12
957,27.539766,0.636364,578.0,0.0,578.0,0.0,0.666667,0.0,0.666667,0.0,0,8,5000.0,780.002496,153.433604,1.0,12
7477,94.83691,1.0,1027.84,93.0,934.84,0.0,1.0,0.083333,1.0,0.0,0,28,18000.0,1041.284778,173.91503,0.416667,12
7757,0.0,0.0,140.4,0.0,140.4,0.0,1.0,0.0,1.0,0.0,0,12,2200.0,124.99276,,0.0,12
2523,972.665818,1.0,10549.19,9180.41,1368.78,0.0,1.0,1.0,1.0,0.0,0,248,9000.0,10114.18854,209.881639,1.0,12
4365,7.099375,0.363636,81.12,0.0,81.12,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,157.006258,86.15393,0.5,12
8943,2584.317807,1.0,0.0,0.0,0.0,6036.492283,0.0,0.0,0.0,0.25,7,0,3000.0,6024.595066,826.013735,0.181818,12
7089,7337.853622,1.0,0.0,0.0,0.0,3889.579805,0.0,0.0,0.0,0.75,21,0,9000.0,2526.186156,2075.774372,0.0,12
4057,366.68899,1.0,653.21,0.0,653.21,0.0,1.0,0.0,1.0,0.0,0,30,3000.0,276.166583,193.830954,0.0,12
3015,3024.629054,1.0,0.0,0.0,0.0,2171.139178,0.0,0.0,0.0,0.333333,10,0,4500.0,4226.578611,691.692633,0.0,12
6045,142.278809,0.909091,164.68,32.74,131.94,0.0,0.833333,0.083333,0.666667,0.0,0,10,2500.0,539.762925,141.426265,0.0,12
2049,1690.352634,1.0,0.0,0.0,0.0,1359.175968,0.0,0.0,0.0,0.166667,4,0,3500.0,373.741157,640.422897,0.0,12
5865,38.342505,0.454545,134.28,134.28,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,6000.0,361.809474,73.633343,0.181818,12
2229,1426.870236,1.0,0.0,0.0,0.0,98.687898,0.0,0.0,0.0,0.083333,1,0,1500.0,324.97095,642.629679,0.0,12
829,16.023788,1.0,207.28,0.0,207.28,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,173.073406,127.144223,0.714286,8
4535,35.518273,0.909091,283.8,0.0,283.8,0.0,0.833333,0.0,0.75,0.0,0,10,2500.0,302.73613,171.008635,0.666667,12
5189,37.980086,1.0,450.0,0.0,450.0,0.0,1.0,0.0,1.0,0.0,0,12,2700.0,425.280332,166.65223,0.666667,12
877,776.585568,1.0,773.36,119.8,653.56,0.0,0.333333,0.083333,0.25,0.0,0,7,3000.0,1169.758034,233.843501,0.0,12
5657,1034.026449,1.0,93.34,0.0,93.34,432.159364,0.25,0.0,0.25,0.083333,1,4,1500.0,294.925221,419.071157,0.0,12
4235,2586.357487,1.0,0.0,0.0,0.0,256.100571,0.0,0.0,0.0,0.083333,1,0,3000.0,658.61387,582.879568,0.0,12
1355,2936.43825,1.0,2177.32,1919.37,257.95,1935.422714,0.666667,0.416667,0.416667,0.416667,23,16,5000.0,1513.160603,2151.054928,0.0,12
8031,2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.311953,615.92402,0.0,12
6515,3338.863375,1.0,775.0,365.0,410.0,0.0,0.583333,0.166667,0.416667,0.0,0,8,8500.0,920.748289,784.929199,0.0,12
5169,6.682815,0.363636,202.15,0.0,202.15,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,554.377554,99.249569,1.0,12
5887,3.992758,0.666667,0.0,0.0,0.0,126.723539,0.0,0.0,0.0,0.111111,1,0,1200.0,157.919567,54.574568,0.0,9
103,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12
597,4037.543707,1.0,1005.72,220.0,785.72,6203.612318,0.833333,0.25,0.833333,0.666667,19,13,6000.0,3724.247764,1047.765097,0.083333,12
7453,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0,3,4000.0,322.114468,139.674841,0.5,10
1337,97.453056,0.818182,334.73,334.73,0.0,19.551802,0.083333,0.083333,0.0,0.083333,1,1,2500.0,234.271939,117.297542,0.25,12
8017,150.897044,0.181818,0.0,0.0,0.0,900.772781,0.0,0.0,0.0,0.083333,1,0,2500.0,0.0,,0.0,12
8639,2065.035103,1.0,1462.6,1262.6,200.0,0.0,0.583333,0.333333,0.416667,0.0,0,17,3500.0,3587.267621,533.024631,0.083333,12
3745,7143.680599,1.0,0.0,0.0,0.0,2999.900367,0.0,0.0,0.0,0.25,3,0,13000.0,8733.20327,1927.887547,0.0,12
3489,1369.969909,1.0,1770.0,1770.0,0.0,460.484164,0.166667,0.166667,0.0,0.083333,1,2,1800.0,1692.52541,365.78324,0.0,12
3031,1200.435451,1.0,886.56,661.56,225.0,0.0,1.0,1.0,0.25,0.0,0,15,1200.0,1118.707982,989.542477,0.0,12
3627,1264.152747,1.0,2358.28,2171.8,186.48,144.017573,1.0,0.5,0.833333,0.166667,2,28,2500.0,1175.753031,330.579046,0.166667,12
2247,14.731998,0.818182,121.5,0.0,121.5,0.0,0.818182,0.0,0.818182,0.0,0,9,4000.0,137.148597,125.135021,0.0,11
4595,3093.592745,1.0,47.69,82.41,0.0,1438.951061,0.166667,0.083333,0.0,0.583333,15,1,4100.0,4591.237633,723.343619,0.0,12
6309,127.727053,1.0,0.0,0.0,0.0,341.642911,0.0,0.0,0.0,0.083333,2,0,11000.0,1489.306631,167.320117,0.0,12
6375,16.707289,0.875,69.23,0.0,69.23,0.0,0.875,0.0,0.75,0.0,0,7,1500.0,43.829632,111.411433,0.0,8
8911,900.229315,1.0,250.72,250.72,0.0,0.0,0.5,0.5,0.0,0.0,0,6,6500.0,2362.786253,259.315944,0.083333,12
1743,517.118528,0.5,280.24,280.24,0.0,1295.246094,0.125,0.125,0.0,0.25,2,2,11000.0,6684.559773,77.662523,0.0,8
7631,1186.276559,1.0,391.67,391.67,0.0,0.0,0.5,0.5,0.0,0.0,0,8,1200.0,488.194864,927.681751,0.0,12
5849,343.966223,1.0,3927.12,0.0,3927.12,0.0,1.0,0.0,1.0,0.0,0,34,5500.0,3626.983417,198.454649,0.333333,12
2041,37.753941,0.363636,243.36,243.36,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1800.0,546.417272,134.985783,0.25,12
8623,28.155795,0.454545,324.17,0.0,324.17,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,354.506682,83.999117,0.4,12
315,1894.990608,1.0,0.0,0.0,0.0,1930.273374,0.0,0.0,0.0,0.166667,2,0,5500.0,767.315938,438.908538,0.0,12
265,45.972648,1.0,0.0,0.0,0.0,90.651341,0.0,0.0,0.0,0.083333,1,0,500.0,120.805392,122.432543,0.125,12
5973,1118.479084,1.0,325.95,203.96,121.99,0.0,0.666667,0.333333,0.25,0.0,0,9,2400.0,290.888289,369.130795,0.0,12
5557,15.232505,0.272727,384.0,0.0,384.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,568.982664,54.449416,0.272727,12
3575,1455.180323,1.0,81.1,81.1,0.0,249.897384,0.083333,0.083333,0.0,0.25,5,1,1800.0,377.255832,587.838614,0.0,12
3231,1432.350154,1.0,0.0,0.0,0.0,353.621982,0.0,0.0,0.0,0.416667,7,0,1500.0,525.178843,540.921834,0.0,12
6333,7.215615,0.272727,54.45,54.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,160.130111,205.168209,0.0,12
4729,2233.485479,1.0,0.0,0.0,0.0,99.651002,0.0,0.0,0.0,0.083333,1,0,5000.0,536.029708,527.131185,0.0,12
8377,1885.892405,1.0,675.69,675.69,0.0,232.702808,0.416667,0.416667,0.0,0.166667,3,5,2000.0,657.008002,577.720179,0.0,12
7459,2323.083307,0.888889,0.0,0.0,0.0,4750.570325,0.0,0.0,0.0,0.222222,2,0,6000.0,3537.546355,512.411472,0.142857,9
2825,447.648987,0.363636,17.8,17.8,0.0,2429.819782,0.083333,0.083333,0.0,0.25,3,1,2500.0,9858.055448,737.68264,0.5,12
4689,451.404363,1.0,2196.0,2154.34,41.66,0.0,0.833333,0.75,0.083333,0.0,0,14,1800.0,2142.056177,184.805024,0.166667,12
1939,655.786755,1.0,387.68,0.0,387.68,0.0,0.083333,0.0,0.083333,0.0,0,1,2000.0,1110.023792,644.26765,0.0,12
2995,185.924664,0.5,617.98,617.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0,13,1200.0,58.469887,82.739003,0.0,6
5753,955.117067,1.0,0.0,0.0,0.0,3798.701398,0.0,0.0,0.0,0.5,13,0,4500.0,2413.364689,284.390966,0.0,12
269,1832.521787,1.0,0.0,0.0,0.0,131.233151,0.0,0.0,0.0,0.166667,3,0,2000.0,495.043669,1041.361298,0.0,12
5051,963.572006,1.0,2210.97,1741.3,469.67,0.0,1.0,1.0,0.416667,0.0,0,50,9500.0,2946.752322,345.15359,0.0,12
927,177.371967,1.0,534.0,0.0,534.0,0.0,0.666667,0.0,0.5,0.0,0,8,3500.0,453.357965,194.132474,0.0,12
2661,177.696201,1.0,2799.53,929.67,1869.86,0.0,1.0,0.416667,1.0,0.0,0,59,3000.0,2687.141741,177.614322,0.166667,12
8789,1850.509525,1.0,0.0,0.0,0.0,218.731138,0.0,0.0,0.0,0.416667,5,0,2000.0,498.436823,401.48809,0.0,12
2443,39.02645,0.888889,158.96,0.0,158.96,0.0,0.888889,0.0,0.777778,0.0,0,8,1500.0,117.452297,122.755349,0.0,9
35,1032.823341,1.0,1540.06,1395.13,144.93,0.0,1.0,0.916667,1.0,0.0,0,28,4000.0,3846.028003,322.506371,0.181818,12
3459,1327.775159,1.0,534.93,0.0,534.93,114.667852,1.0,0.0,1.0,0.083333,1,38,1500.0,578.744266,400.735862,0.0,12
7809,394.269079,0.363636,525.0,525.0,0.0,2003.827851,0.083333,0.083333,0.0,0.25,12,1,2500.0,3747.367504,82.631551,0.0,12
1193,712.91077,1.0,602.3,413.99,188.31,0.0,1.0,1.0,0.666667,0.0,0,26,7500.0,455.465188,205.19717,0.0,12
6403,1095.041551,1.0,1132.36,377.44,754.92,0.0,1.0,0.333333,1.0,0.0,0,43,2500.0,410.973222,405.230106,0.0,12
7435,1150.307564,1.0,1189.04,0.0,1189.04,0.0,1.0,0.0,1.0,0.0,0,12,15000.0,3016.935137,332.492063,0.0,12
2959,292.888058,0.777778,426.0,0.0,426.0,2047.303874,0.333333,0.0,0.222222,0.444444,5,3,2500.0,2212.216039,101.295693,0.4,9
1011,2056.866139,1.0,3373.7,3373.7,0.0,0.0,0.833333,0.833333,0.0,0.0,0,31,7000.0,2647.183713,490.378067,0.0,12
3915,666.247487,1.0,511.34,103.0,408.34,100.749379,0.833333,0.083333,0.833333,0.166667,4,12,700.0,1145.870591,768.267252,0.0,12
7733,282.588132,0.727273,170.0,170.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,1499.355812,209.440652,0.0,12
3219,181.891981,0.5,0.0,0.0,0.0,1865.191764,0.0,0.0,0.0,0.5,10,0,2000.0,4565.356495,88.057892,1.0,6
7241,4507.000722,1.0,7394.18,2288.2,5105.98,5424.701791,1.0,0.916667,1.0,0.833333,40,130,11000.0,10460.87946,1076.5895,0.0,12
8465,984.135371,1.0,599.58,590.0,9.58,0.0,0.333333,0.333333,0.083333,0.0,0,5,3000.0,782.954766,204.154837,0.0,12
5367,863.988978,0.555556,160.8,0.0,160.8,2259.94053,0.555556,0.0,0.444444,0.333333,3,5,3000.0,216.340896,461.990627,0.0,9
5661,6851.39075,0.909091,4004.0,117.0,3887.0,10616.27014,0.909091,0.181818,0.818182,0.363636,17,18,7500.0,6746.5317,22011.7798,0.0,11
5807,1539.375352,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,420.283303,450.302969,0.0,12
4415,1465.996562,1.0,2498.92,222.99,2275.93,0.0,1.0,0.166667,1.0,0.0,0,36,3500.0,676.452393,421.840324,0.0,12
3073,7499.30365,1.0,350.57,350.57,0.0,948.293789,0.083333,0.083333,0.0,0.25,6,3,7500.0,1326.434054,19060.53475,0.0,12
1089,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12
6639,118.918332,0.833333,1151.64,365.0,786.64,0.0,0.833333,0.166667,0.5,0.0,0,8,2000.0,891.287913,70.63746,1.0,6
8039,98.252565,1.0,1021.24,0.0,1021.24,0.0,1.0,0.0,1.0,0.0,0,88,3000.0,1080.276225,185.948948,0.5,12
7415,0.0,0.0,609.0,0.0,609.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,893.429001,,0.0,12
3757,1061.570865,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2,0,2500.0,417.214903,235.325924,0.0,12
7941,212.282538,0.545455,1698.9,1698.9,0.0,0.0,0.25,0.25,0.0,0.0,0,10,3000.0,2865.759368,191.098681,1.0,12
8077,134.62028,0.818182,648.9,648.9,0.0,295.655611,0.25,0.25,0.0,0.166667,2,5,1200.0,468.622826,156.724637,0.25,12
7921,1216.594927,1.0,878.64,757.8,120.84,155.804123,0.75,0.75,0.166667,0.166667,2,20,1200.0,654.24428,1296.173027,0.0,12
8325,272.310015,1.0,575.3,220.34,354.96,0.0,1.0,0.083333,1.0,0.0,0,14,1500.0,354.086664,201.23698,0.0,12
4895,1215.047947,1.0,0.0,0.0,0.0,204.182088,0.0,0.0,0.0,0.166667,2,0,1500.0,315.553886,315.206825,0.0,12
2151,126.018616,1.0,1218.24,0.0,1218.24,0.0,1.0,0.0,1.0,0.0,0,18,5000.0,1040.640647,153.824693,0.272727,12
